,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
6631,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200.0,2.0,2.0,80.0,0.06666666666666667,66.66666666666667
6632,Built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,58.0,0.05087719298245614,50.87719298245614
6634,Super built-up  Area,Ready To Move,Basava Nagar,1 BHK,550.0,1.0,1.0,16.0,0.02909090909090909,29.09090909090909
6639,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050.0,2.0,1.0,45.0,0.04285714285714286,42.857142857142854
6642,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1492.0,2.0,2.0,65.0,0.0435656836461126,43.5656836461126
6644,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1489.0,2.0,3.0,82.0,0.055070517125587644,55.07051712558764
6646,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,42.0,0.03684210526315789,36.84210526315789
6647,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,1431.0,3.0,2.0,65.0,0.045422781271837874,45.42278127183788
6648,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,114.0,0.06777645659928656,67.77645659928656
6651,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550.0,2.0,2.0,69.75,0.045,45.0
6655,Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,539.0,1.0,1.0,45.0,0.08348794063079777,83.48794063079777
6658,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200.0,2.0,2.0,79.55,0.06629166666666667,66.29166666666667
6660,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1186.0,2.0,2.0,40.0,0.03372681281618887,33.72681281618887
6661,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1039.0,2.0,2.0,39.5,0.03801732435033686,38.017324350336864
6664,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2520.0,3.0,2.0,150.0,0.05952380952380952,59.52380952380952
6665,Built-up  Area,Ready To Move,Brookefield,2 BHK,1225.0,2.0,2.0,66.5,0.054285714285714284,54.285714285714285
6666,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1350.0,2.0,2.0,72.0,0.05333333333333334,53.333333333333336
6667,Super built-up  Area,Ready To Move,Vittal Mallya Road,2 BHK,1030.0,2.0,2.0,300.0,0.2912621359223301,291.26213592233006
6670,Super built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,1520.0,3.0,2.0,111.0,0.07302631578947369,73.02631578947368
6672,Built-up  Area,Ready To Move,Dena Bank Colony,3 BHK,1391.0,2.0,3.0,64.5,0.04636951833213515,46.36951833213515
6673,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1200.0,2.0,2.0,50.0,0.041666666666666664,41.666666666666664
6676,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322.0,2.0,2.0,80.0,0.060514372163388806,60.514372163388806
6678,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1200.0,2.0,2.0,75.0,0.0625,62.5
6683,Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,1250.0,2.0,2.0,90.0,0.072,72.0
6687,Built-up  Area,Ready To Move,Whitefield,3 BHK,1435.0,3.0,2.0,45.0,0.0313588850174216,31.358885017421603
6690,Built-up  Area,Ready To Move,Doddabidrakallu,2 BHK,900.0,2.0,1.0,33.0,0.03666666666666667,36.666666666666664
6692,Plot  Area,Ready To Move,Jigani,4 Bedroom,3170.0,5.0,2.0,230.0,0.07255520504731862,72.55520504731862
6694,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1220.0,2.0,2.0,42.0,0.03442622950819672,34.42622950819673
6695,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2500.0,3.0,3.0,350.0,0.14,140.0
6696,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2145.0,3.0,3.0,180.0,0.08391608391608392,83.91608391608392
6697,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,960.0,2.0,3.0,58.0,0.06041666666666667,60.416666666666664
6698,Super built-up  Area,Ready To Move,NGR Layout,1 BHK,907.0,1.0,1.0,38.0,0.04189636163175303,41.89636163175303
6699,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1210.0,2.0,1.0,74.0,0.06115702479338843,61.15702479338843
6701,Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2 BHK,1230.0,2.0,2.0,70.0,0.056910569105691054,56.91056910569105
6702,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1350.0,2.0,1.0,75.0,0.05555555555555555,55.55555555555555
6703,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150.0,2.0,2.0,58.0,0.050434782608695654,50.434782608695656
6707,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1285.0,2.0,2.0,56.0,0.04357976653696498,43.579766536964975
6708,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1018.0,2.0,1.0,50.8,0.049901768172888016,49.90176817288801
6711,Super built-up  Area,Ready To Move,Ejipura,3 BHK,1600.0,3.0,3.0,95.0,0.059375,59.375
6715,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1435.0,3.0,3.0,53.0,0.036933797909407665,36.933797909407666
6718,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1590.0,2.0,3.0,85.0,0.05345911949685535,53.45911949685535
6726,Built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,596.0,2.0,1.0,22.0,0.03691275167785235,36.91275167785235
6727,Built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,3463.0,6.0,0.0,310.0,0.08951775916835114,89.51775916835115
6730,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1000.0,2.0,1.0,60.0,0.06,60.0
6734,Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570.0,3.0,2.0,110.0,0.07006369426751592,70.06369426751593
6735,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1500.0,3.0,1.0,135.0,0.09,90.0
6736,Built-up  Area,Ready To Move,Frazer Town,2 BHK,1315.0,2.0,2.0,140.0,0.10646387832699619,106.4638783269962
6738,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1105.0,2.0,2.0,90.0,0.08144796380090498,81.44796380090499
6742,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1185.0,2.0,1.0,50.0,0.04219409282700422,42.19409282700422
6744,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1458.0,3.0,2.0,60.0,0.0411522633744856,41.1522633744856
6745,Super built-up  Area,Ready To Move,Hormavu,3 BHK,1555.0,3.0,2.0,75.0,0.04823151125401929,48.23151125401929
6746,Built-up  Area,Ready To Move,Devi Nagar,2 BHK,1200.0,2.0,2.0,45.0,0.0375,37.5
6747,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1308.0,2.0,1.0,58.86,0.045,45.0
6748,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1024.0,2.0,2.0,44.0,0.04296875,42.96875
6749,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47.0,0.03936348408710218,39.36348408710218
6751,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1639.0,3.0,3.0,120.0,0.07321537522879805,73.21537522879805
6754,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719.0,3.0,1.0,184.0,0.1070389761489238,107.0389761489238
6757,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1230.0,2.0,1.0,79.0,0.06422764227642276,64.22764227642276
6762,Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,2120.0,3.0,2.0,177.0,0.08349056603773584,83.49056603773585
6765,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1096.0,2.0,2.0,40.55,0.036998175182481746,36.998175182481745
6766,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1107.83,2.0,1.0,41.51,0.037469647870160584,37.469647870160586
6768,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320.0,2.0,2.0,115.0,0.08712121212121213,87.12121212121212
6771,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2901.0,4.0,2.0,190.0,0.06549465701482247,65.49465701482248
6772,Built-up  Area,Ready To Move,GM Palaya,3 BHK,1315.0,2.0,2.0,65.0,0.049429657794676805,49.42965779467681
6773,Super built-up  Area,Ready To Move,VGP Layout,2 BHK,1000.0,2.0,1.0,44.0,0.044,44.0
6774,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,1596.0,3.0,3.0,79.8,0.049999999999999996,49.99999999999999
6776,Plot  Area,Ready To Move,Whitefield,4 Bedroom,2403.0,4.0,2.0,270.0,0.11235955056179775,112.35955056179775
6782,Super built-up  Area,Ready To Move,Sultan Palaya,3 BHK,1713.0,3.0,3.0,125.0,0.07297139521307647,72.97139521307646
6783,Built-up  Area,Ready To Move,Ittamadu,2 BHK,1200.0,2.0,0.0,43.0,0.035833333333333335,35.833333333333336
6787,Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,600.0,1.0,1.0,19.5,0.0325,32.5
6789,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1965.0,4.0,2.0,132.0,0.06717557251908397,67.17557251908397
6796,Super built-up  Area,Ready To Move,Jigani,2 BHK,914.0,2.0,2.0,55.0,0.060175054704595186,60.17505470459518
6803,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1460.0,2.0,3.0,43.79,0.029993150684931507,29.993150684931507
6804,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1450.0,2.0,1.0,57.0,0.039310344827586205,39.310344827586206
6805,Built-up  Area,Ready To Move,HSR Layout,3 BHK,1360.0,2.0,1.0,53.0,0.03897058823529412,38.970588235294116
6807,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,1.0,48.0,0.042666666666666665,42.666666666666664
6809,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460.0,2.0,2.0,100.0,0.0684931506849315,68.4931506849315
6810,Built-up  Area,Ready To Move,Green View Layout,2 BHK,1107.0,2.0,2.0,40.0,0.036133694670280034,36.133694670280036
6814,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1760.0,3.0,2.0,128.0,0.07272727272727272,72.72727272727272
6821,Super built-up  Area,Ready To Move,BTM Layout,3 BHK,1600.0,3.0,2.0,112.0,0.07,70.0
6823,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1755.0,3.0,3.0,101.0,0.05754985754985755,57.54985754985755
6824,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1200.0,2.0,1.0,50.0,0.041666666666666664,41.666666666666664
6826,Super built-up  Area,Ready To Move,Chokkanahalli,2 BHK,1266.67,2.0,0.0,69.0,0.054473540859103,54.473540859103
6831,Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800.0,5.0,2.0,550.0,0.11458333333333333,114.58333333333333
6833,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,2.0,40.0,0.03546099290780142,35.46099290780142
6837,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,2.0,39.0,0.03388357949609035,33.883579496090356
6840,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1017.0,2.0,2.0,27.0,0.02654867256637168,26.548672566371682
6841,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,920.0,2.0,1.0,40.0,0.043478260869565216,43.47826086956522
6844,Super built-up  Area,Ready To Move,Munnekollal,3 BHK,1750.0,3.0,3.0,86.5,0.049428571428571426,49.42857142857142
6845,Built-up  Area,Ready To Move,Dasanapura,2 BHK,1163.0,2.0,1.0,65.0,0.05588993981083405,55.88993981083405
6846,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1650.0,3.0,3.0,110.0,0.06666666666666667,66.66666666666667
6847,Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,1800.0,3.0,3.0,95.0,0.05277777777777778,52.77777777777778
6848,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1100.0,2.0,1.0,58.0,0.05272727272727273,52.72727272727273
6850,Super built-up  Area,Ready To Move,Ganga Nagar,3 BHK,1410.0,3.0,2.0,65.0,0.04609929078014184,46.09929078014184
6852,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,45.6,0.038,38.0
6853,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1608.0,2.0,3.0,63.0,0.03917910447761194,39.17910447761194
6857,Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,770.0,1.0,1.0,43.82,0.05690909090909091,56.90909090909091
6858,Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3.0,2.0,105.0,0.05907970696465346,59.079706964653454
6859,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2.0,2.0,85.0,0.06348020911127707,63.48020911127707
6861,Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,1080.0,2.0,2.0,44.8,0.04148148148148148,41.48148148148148
6864,Built-up  Area,Ready To Move,Hulimavu,3 BHK,1450.0,3.0,3.0,72.0,0.0496551724137931,49.6551724137931
6866,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1163.0,2.0,2.0,62.0,0.05331040412725709,53.310404127257094
6870,Built-up  Area,Ready To Move,Hebbal,2 BHK,1299.0,2.0,1.0,100.0,0.07698229407236336,76.98229407236336
6874,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2600.0,4.0,3.0,175.0,0.0673076923076923,67.3076923076923
6875,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1140.0,2.0,1.0,43.32,0.038,38.0
6876,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1900.0,3.0,3.0,125.0,0.06578947368421052,65.78947368421052
6878,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1110.0,2.0,1.0,39.95,0.03599099099099099,35.990990990990994
6880,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,1089.0,2.0,1.0,60.0,0.05509641873278237,55.09641873278237
6882,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1080.0,2.0,2.0,32.0,0.02962962962962963,29.62962962962963
6885,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1703.0,3.0,2.0,125.0,0.07339988256018791,73.3998825601879
6886,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1200.0,2.0,1.0,60.0,0.05,50.0
6887,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1690.0,3.0,2.0,116.0,0.06863905325443787,68.63905325443787
6888,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1305.0,2.0,1.0,78.0,0.059770114942528735,59.770114942528735
6891,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,1194.0,2.0,0.0,55.0,0.046063651591289785,46.06365159128978
6897,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225.0,3.0,1.0,149.0,0.06696629213483146,66.96629213483146
6898,Super built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,1022.0,2.0,2.0,57.0,0.05577299412915851,55.77299412915851
6900,Built-up  Area,Ready To Move,Narayanapura,2 BHK,1153.0,2.0,2.0,45.0,0.03902862098872507,39.028620988725066
6902,Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1560.0,3.0,3.0,68.0,0.04358974358974359,43.589743589743584
6905,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1350.0,3.0,2.0,55.0,0.040740740740740744,40.74074074074075
6908,Super built-up  Area,Ready To Move,Chandapura,2 BHK,800.0,2.0,1.0,25.0,0.03125,31.25
6911,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1275.0,2.0,1.0,73.0,0.05725490196078432,57.254901960784316
6912,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1215.0,2.0,2.0,43.13,0.03549794238683128,35.49794238683128
6914,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1444.0,2.0,2.0,71.5,0.04951523545706371,49.51523545706371
6915,Super built-up  Area,Ready To Move,Vikram Nagar,2 BHK,950.0,2.0,2.0,38.0,0.04,40.0
6919,Super built-up  Area,Ready To Move,Hennur,2 BHK,1231.0,2.0,2.0,50.0,0.04061738424045491,40.61738424045491
6924,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,1310.0,2.0,0.0,46.0,0.035114503816793895,35.11450381679389
6925,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,790.0,2.0,1.0,49.5,0.06265822784810127,62.65822784810127
6926,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1744.0,3.0,1.0,200.0,0.11467889908256881,114.67889908256882
6928,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250.0,2.0,2.0,82.0,0.0656,65.60000000000001
6929,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2476.0,3.0,3.0,337.0,0.13610662358642972,136.10662358642972
6930,Built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260.0,2.0,2.0,76.0,0.06031746031746032,60.317460317460316
6934,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2.0,1.0,53.9,0.052585365853658535,52.58536585365854
6935,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1877.0,4.0,2.0,150.0,0.07991475759190197,79.91475759190197
6936,Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1649.0,3.0,2.0,150.0,0.09096422073984232,90.96422073984232
6940,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1418.0,2.0,2.0,105.0,0.07404795486600846,74.04795486600845
6941,Built-up  Area,Ready To Move,Sarvabhouma Nagar,2 BHK,1012.0,2.0,0.0,42.0,0.041501976284584984,41.501976284584984
6944,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1680.0,4.0,3.0,95.0,0.05654761904761905,56.54761904761905
6945,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1171.0,2.0,2.0,72.0,0.06148590947907771,61.48590947907771
6946,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,1027.0,2.0,1.0,68.62,0.0668159688412853,66.8159688412853
6948,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1090.0,2.0,2.0,38.15,0.034999999999999996,34.99999999999999
6955,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1254.0,2.0,1.0,65.0,0.051834130781499205,51.834130781499205
6958,Super built-up  Area,Ready To Move,ITI Layout,2 BHK,1333.0,2.0,2.0,77.27,0.05796699174793698,57.96699174793698
6960,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1375.0,2.0,1.0,54.99,0.03999272727272728,39.99272727272728
6961,Super built-up  Area,Ready To Move,Ardendale,3 BHK,1650.0,3.0,3.0,82.0,0.0496969696969697,49.696969696969695
6962,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,51.48,0.036,36.0
6963,Built-up  Area,Ready To Move,Electronic City,2 BHK,940.0,2.0,1.0,54.0,0.0574468085106383,57.4468085106383
6964,Super built-up  Area,Ready To Move,Electronic City,1 BHK,435.0,1.0,1.0,21.0,0.04827586206896552,48.275862068965516
6965,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,36.54,0.0315,31.5
6967,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1890.0,2.0,1.0,100.0,0.05291005291005291,52.910052910052904
6972,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,3000.0,4.0,2.0,235.0,0.07833333333333334,78.33333333333334
6973,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1459.0,2.0,1.0,95.0,0.06511309115832763,65.11309115832762
6983,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,160.0,0.07722007722007722,77.22007722007721
6984,Plot  Area,Ready To Move,Kundalahalli,3 Bedroom,1600.0,3.0,2.0,170.0,0.10625,106.25
6986,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,920.0,2.0,3.0,39.0,0.042391304347826085,42.391304347826086
6989,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1631.0,3.0,2.0,80.0,0.049049662783568364,49.049662783568365
6991,Built-up  Area,Ready To Move,Jalahalli,3 BHK,1395.0,3.0,3.0,82.0,0.05878136200716846,58.781362007168454
6992,Super built-up  Area,Ready To Move,Devi Nagar,3 BHK,2000.0,3.0,2.0,105.0,0.0525,52.5
6995,Super built-up  Area,Ready To Move,Gubbalala,2 BHK,1205.0,2.0,2.0,70.0,0.058091286307053944,58.09128630705394
6997,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,2340.0,5.0,1.0,129.0,0.05512820512820513,55.128205128205124
6998,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1179.0,2.0,1.0,55.0,0.04664970313825276,46.649703138252754
6999,Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1013.0,2.0,1.0,51.0,0.050345508390918066,50.34550839091806
7000,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2.0,2.0,40.6,0.035,35.0
7002,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1200.0,2.0,2.0,62.5,0.052083333333333336,52.083333333333336
7006,Built-up  Area,Ready To Move,Samethanahalli,2 BHK,1069.0,2.0,1.0,55.0,0.05144995322731525,51.44995322731525
7007,Plot  Area,Ready To Move,Kyalasanahalli,3 Bedroom,1200.0,3.0,2.0,99.0,0.0825,82.5
7009,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1065.0,2.0,2.0,55.0,0.051643192488262914,51.64319248826291
7010,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1395.0,2.0,0.0,75.0,0.053763440860215055,53.763440860215056
7011,Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1725.0,2.0,1.0,165.0,0.09565217391304348,95.65217391304348
7012,Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,1007.0,2.0,2.0,43.0,0.04270109235352532,42.701092353525326
7028,Super built-up  Area,Ready To Move,Kadabagere,2 BHK,675.0,1.0,1.0,15.0,0.022222222222222223,22.22222222222222
7029,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1390.0,2.0,2.0,95.0,0.0683453237410072,68.3453237410072
7030,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1500.0,3.0,2.0,104.0,0.06933333333333333,69.33333333333333
7032,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1202.0,2.0,1.0,79.0,0.06572379367720466,65.72379367720465
7033,Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,1012.0,2.0,1.0,59.0,0.058300395256917,58.300395256917
7034,Super built-up  Area,Ready To Move,Gunjur,3 BHK,2132.0,3.0,3.0,80.0,0.0375234521575985,37.523452157598506
7037,Super built-up  Area,Ready To Move,Harlur,2 BHK,1331.0,2.0,1.0,88.0,0.06611570247933884,66.11570247933885
7041,Built-up  Area,Ready To Move,Anand Nagar,2 Bedroom,1800.0,2.0,0.0,300.0,0.16666666666666666,166.66666666666666
7043,Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,1280.0,2.0,2.0,49.0,0.03828125,38.28125
7044,Super built-up  Area,Ready To Move,Balagere,2 BHK,1007.0,2.0,1.0,62.0,0.06156901688182721,61.56901688182721
7046,Super built-up  Area,Ready To Move,Kalkere,2 BHK,925.0,2.0,2.0,35.0,0.03783783783783784,37.83783783783784
7048,Built-up  Area,Ready To Move,Attibele,1 BHK,450.0,1.0,1.0,12.5,0.027777777777777776,27.777777777777775
7052,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,992.0,2.0,1.0,60.0,0.06048387096774194,60.483870967741936
7053,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1163.0,2.0,2.0,68.0,0.058469475494411005,58.46947549441101
7054,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1229.0,2.0,2.0,70.0,0.05695687550854353,56.95687550854353
7056,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219.0,2.0,1.0,61.26,0.05025430680885972,50.254306808859724
7057,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,2.0,99.13,0.06500327868852458,65.00327868852459
7059,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1412.0,2.0,3.0,88.0,0.06232294617563739,62.32294617563739
7062,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1190.0,2.0,2.0,63.0,0.052941176470588235,52.94117647058823
7064,Super built-up  Area,Ready To Move,Jigani,3 BHK,1352.0,3.0,1.0,65.0,0.04807692307692308,48.07692307692308
7066,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,2.0,39.9,0.03,30.0
7072,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1615.0,3.0,2.0,50.87,0.0314984520123839,31.498452012383904
7076,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,1080.0,2.0,1.0,52.0,0.04814814814814815,48.148148148148145
7077,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1600.0,2.0,1.0,31.0,0.019375,19.375
7078,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200.0,2.0,0.0,34.0,0.028333333333333332,28.333333333333332
7081,Built-up  Area,Ready To Move,Amruthahalli,3 BHK,1605.0,3.0,2.0,65.0,0.040498442367601244,40.49844236760124
7084,Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,1200.0,2.0,2.0,80.0,0.06666666666666667,66.66666666666667
7096,Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,946.0,2.0,2.0,45.0,0.04756871035940803,47.56871035940803
7101,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1656.0,3.0,2.0,80.0,0.04830917874396135,48.309178743961354
7102,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,1.0,46.76,0.04349767441860465,43.49767441860465
7107,Super built-up  Area,Ready To Move,LB Shastri Nagar,1 BHK,665.0,1.0,2.0,32.0,0.0481203007518797,48.120300751879704
7112,Built-up  Area,Ready To Move,Marathahalli,3 BHK,1693.0,3.0,2.0,125.0,0.07383343177790903,73.83343177790903
7113,Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,2456.0,3.0,3.0,220.0,0.08957654723127036,89.57654723127035
7114,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2559.0,3.0,2.0,403.0,0.15748339194998046,157.48339194998044
7115,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2.0,1.0,40.6,0.035151515151515156,35.151515151515156
7124,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1200.0,2.0,1.0,42.0,0.035,35.0
7125,Super built-up  Area,Ready To Move,Janatha Colony,3 BHK,1439.0,3.0,1.0,57.23,0.03977067407922168,39.77067407922168
7129,Built-up  Area,Ready To Move,Yelahanka,2 BHK,1315.0,2.0,3.0,75.0,0.057034220532319393,57.034220532319395
7132,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1178.0,2.0,3.0,82.0,0.06960950764006792,69.60950764006792
7134,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1400.0,2.0,2.0,65.8,0.047,47.0
7135,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1093.0,2.0,2.0,72.0,0.06587374199451052,65.87374199451051
7136,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1200.0,2.0,1.0,45.0,0.0375,37.5
7140,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,2.0,70.0,0.06086956521739131,60.869565217391305
